Date,Calib.Date,Time,Tank,Treatment,Temperature.C,pH.mv,Sal.ppt
20160630,20160628,13:45,4,HTAC,29.79,-69.1,34
20160630,20160628,13:48,6,HTAC,29.89,-70.7,34.1
20160630,20160628,13:56,9,HTAC,29.78,-75.1,34
20160630,20160628,11:20,11,ATAC,27.28,-65.8,33.8
20160630,20160628,11:22,12,ATHC,27.5,-53,33.8
20160630,20160628,11:28,13,ATHC,27.9,-45,33.4
20160630,20160628,11:30,14,ATAC,27.48,-65.4,33.6
20160630,20160628,11:32,15,ATAC,27.37,-65,33.6
20160630,20160628,11:40,16,ATHC,27.91,-53,33.8
