mVTris,TTris
-74.9,23.02
-74.3,23.52
-73.6,23.98
-72.9,24.47
-72.3,24.98
-71.5,25.47
-70.8,25.97
-70.1,26.47
-69.3,26.99
-68.6,27.48
-67.9,28.01
-67.3,28.48
-66.5,28.99
